theta Angle (-180/180);Phi Angle (0/175 with 5 step); Gain PCD (magnitude); Gain PCD (phase)
-22.341;130.06;7.41646933022388;-162.769374912687
-21.297;130.06;7.85182493086738;-165.14582548969
-20.32;130.06;8.23519046356998;-166.364842636061
-19.314;130.06;8.57329164387265;-167.28590305021
-18.287;130.06;8.88450697242438;-169.628493818243
-17.298;130.06;9.16020333575274;-171.141105915828
-16.288;130.06;9.39040317535456;-171.520676155275
-15.337;130.06;9.57180157547013;-172.551195762358
-14.261;130.06;9.78867456313739;-172.469310753996
-13.2549999999999;130.06;9.99251586279842;-172.669188348812
-12.3649999999999;130.06;10.1297689264965;-172.831797140925
-11.3159999999999;130.06;10.3452013717282;-171.466262161964
-10.306;130.06;10.5732276843359;-171.274660751009
-9.366;130.06;10.7575818739368;-170.549443806298
-8.328;130.06;10.9990209482796;-169.443827463135
-7.35;130.06;11.2676044279455;-169.046724998461
-6.339;130.06;11.4924832889039;-168.612248850061
-5.296;130.06;11.6935499460291;-168.268086586328
-4.324;130.06;11.8750259624218;-168.274343559926
-3.302;130.06;11.9908538656779;-168.098832506177
-2.319;130.06;12.0604101713409;-167.885978224148
-1.302;130.06;12.0834457681497;-167.325447878594
-0.329999999999999;130.06;12.0565376788351;-166.833985851711
0.653;130.06;11.9264358294484;-165.975467230653
1.67;130.06;11.8103900594497;-164.101155699464
2.669;130.06;11.7146055047776;-162.805809399515
3.664;130.06;11.6430370325903;-160.576034979269
4.63;130.06;11.6081308693019;-157.77381712049
5.663;130.06;11.5862256596036;-154.83807993706
6.696;130.06;11.6088873800269;-152.428678512233
7.663;130.06;11.589863545264;-151.249081755925
8.64;130.06;11.6477633946279;-149.852996848343
9.695;130.06;11.490901433574;-146.948939288125
10.684;130.06;11.3202151761289;-145.673238915616
11.634;130.06;11.0325013649409;-143.919532186196
12.7109999999999;130.06;10.7158147169404;-141.517864244181
13.628;130.06;10.3924221627548;-138.510221064561
14.699;130.06;10.0755026678056;-134.744324047678
15.699;130.06;9.84240329526345;-130.907161691385
16.737;130.06;9.63772180456078;-127.004299572217
17.666;130.06;9.46184088856622;-123.845542331211
18.622;130.06;9.184395281671;-121.807624123044
19.693;130.06;8.77403843230829;-118.793610291361
20.6599999999999;130.06;8.3495639251427;-115.448242252359
21.643;130.06;7.84911417570307;-112.459889146877
22.615;130.06;7.32303340095059;-108.357750929406
23.692;130.06;6.79644537250515;-102.591445621374
24.642;130.06;6.50259585575187;-100.14788762172
25.6749999999999;130.06;6.1674012295373;-95.1440430321469
26.6639999999999;130.06;5.70820597286829;-92.3524772389988
27.669;130.06;5.17612727173121;-89.3384907134169
28.7069999999999;130.06;4.61173496900637;-86.0546243246678
29.6959999999999;130.06;3.98137660293899;-83.6077174673443
30.679;130.06;3.3254306809549;-78.1194855296537
31.734;130.06;2.6376378602423;-70.2046072548805
32.673;130.06;1.99007345229793;-68.600418934773
33.618;130.06;1.67023615335555;-63.2306160793353
34.667;130.06;0.682278016864302;-58.6149255527576
35.749;130.06;-0.132803827431985;-55.1495695768053
36.634;130.06;-0.928931517955504;-49.6751650611794
37.622;130.06;-1.96913622726044;-47.4673382639956
38.672;130.06;-3.18498644778517;-40.974790376223
39.6269999999999;130.06;-4.61373266680212;-38.7436865226051
40.671;130.06;-5.743429299;-28.9613463
41.66;130.06;-7.063230518;-24.14329639
42.698;130.06;-7.984790573;-18.7304354
43.681;130.06;-8.883916983;-12.42742768
44.714;130.06;-10.61466631;-15.264634
45.675;130.06;-12.08599984;-16.86385937
46.653;130.06;-14.53945403;-25.36453195
47.68;130.06;-18.12510711;-24.27950263
48.647;130.06;-23.74622447;-77.67908598
49.746;130.06;-22.13171821;-109.7644743
50.652;130.06;-21.76886491;-115.3356878
51.624;130.06;-21.38070332;-130.2333318
52.619;130.06;-22.14304638;-117.1136959
53.712;130.06;-17.93838582;-98.08826035
54.701;130.06;-15.49280008;-83.01828469
55.623;130.06;-13.60225805;-76.93105152
56.673;130.06;-11.6174929;-73.18123294
57.65;130.06;-10.23827638;-74.08908972
58.678;130.06;-9.599740716;-76.27447869
59.655;130.06;-8.516924909;-76.30907014
60.65;130.06;-8.554315533;-76.14685353
61.699;130.06;-9.517965038;-71.70404807
62.682;130.06;-10.60338871;-67.34150653
63.665;130.06;-11.34921732;-54.60299206
64.709;130.06;-10.52515426;-36.41680558
65.649;130.06;-11.19077807;-28.49623522
66.604;130.06;-11.3325554;-16.39405389
67.659;130.06;-10.3551789;-0.014451379
68.736;130.06;-9.54126562;12.14831398
69.642;130.06;-8.950583103;18.39002417
70.631;130.06;-8.53941487;23.33774663
71.68;130.06;-8.525144308;23.23640595
72.652;130.06;-8.071059836;30.60485907
73.68;130.06;-8.544629777;35.492462
74.701;130.06;-8.669352833;41.8685802
75.624;130.06;-9.217662938;43.12080548
76.701;130.06;-8.942743987;51.18134893
77.744;130.06;-9.440600308;55.86612055
78.673;130.06;-9.936134428;58.05070885
79.656;130.06;-10.77114275;63.60176042
80.617;130.06;-11.8578815;63.63827958
81.667;130.06;-11.73649169;78.47907212
82.71;130.06;-12.07317019;88.06634216
83.694;130.06;-12.23279127;97.75853635
84.627;130.06;-12.88391882;101.9188296
85.627;130.06;-14.04811089;107.6254666
86.731;130.06;-15.47799371;118.2778532
87.632;130.06;-16.37470651;127.6228486
88.615;130.06;-16.45859175;145.4123197
89.615;130.06;-17.66738115;156.5491473
90.719;130.06;-19.56265125;157.5197514
91.73;130.06;-20.2902847;148.7147817
92.642;130.06;-22.63572565;143.34697
93.697;130.06;-24.14720403;129.3723125
94.68;130.06;-26.55821992;127.4581396
95.702;130.06;-26.46612677;128.7034894
96.679;130.06;-23.67563491;137.0908317
97.679;130.06;-21.05375467;129.8454254
98.624;130.06;-17.79802686;127.8505069
99.712;130.06;-16.25862232;131.0273876
100.711;130.06;-15.26261692;135.04468
101.695;130.06;-14.93182155;142.9975367
102.661;130.06;-14.94161202;148.3213756
103.722;130.06;-14.5516333;164.631163
104.694;130.06;-14.04758884;176.8529032
105.749;130.06;-13.93854449;-166.6146678
106.682;130.06;-13.76960526;-163.323462
107.633;130.06;-13.55835538;-160.6717137
108.627;130.06;-14.18596382;-148.5014292
109.676;130.06;-15.60438509;-134.7747649
110.616;130.06;-15.97928162;-129.9992743
111.637;130.06;-17.44596114;-114.1058604
112.708;130.06;-18.45169648;-94.24242442
113.664;130.06;-19.04234383;-80.85471649
114.686;130.06;-19.97666947;-69.28110975
115.642;130.06;-20.98297896;-59.55263887
116.702;130.06;-23.69824089;-45.21620632
117.707;130.06;-28.40487331;-19.13519916
118.641;130.06;-32.04657836;13.74641352
119.679;130.06;-29.77126843;67.4482669
120.668;130.06;-25.74623859;85.50672195
121.706;130.06;-22.8672513;91.86569761
122.673;130.06;-21.89517352;100.4704098
123.695;130.06;-21.79642702;109.9366859
124.618;130.06;-22.2927739;119.3035957
125.705;130.06;-23.52573792;121.6831942
126.634;130.06;-24.35573193;119.8202804
127.688;130.06;-25.03825939;137.4743387
128.633;130.06;-27.07701615;145.7891613
129.633;130.06;-28.26402548;148.1025734
130.682;130.06;-29.11793934;157.6726166
131.698;130.06;-31.27245827;151.5965615
132.693;130.06;-29.68228415;148.6086073
133.692;130.06;-34.37998175;148.64346
134.637;130.06;-34.49202538;101.8850358
135.697;130.06;-32.2287226;71.97712833
136.686;130.06;-27.4977285;64.72950844
137.642;130.06;-26.38327928;74.11063176
138.631;130.06;-26.33957076;63.57833768
139.707;130.06;-25.7040754;61.62047206
140.608;130.06;-25.49588178;52.22196136
141.679;130.06;-26.07746407;44.98324026
142.718;130.06;-25.54721172;41.33764646
143.723;130.06;-24.50018353;44.27859925
144.684;130.06;-23.89124467;46.55360308
145.7;130.06;-24.35594329;46.20650821
146.64;130.06;-25.03976228;45.94732327
147.738;130.06;-26.34190101;44.12311807
148.738;130.06;-26.56440884;42.57929389
149.661;130.06;-26.74638566;31.03857167
150.617;130.06;-25.79995982;18.70251253
151.649;130.06;-26.20538643;14.17788319
152.644;130.06;-26.37460704;12.13192381
153.709;130.06;-26.07441377;9.000693454
154.61;130.06;-26.29187157;-1.958654406
155.692;130.06;-25.77515991;-4.260228147
156.67;130.06;-26.53538805;3.013342175
157.703;130.06;-26.87148321;2.274812923
158.642;130.06;-27.47933788;2.801006585
159.686;130.06;-27.14473648;12.11204035
160.686;130.06;-29.54841983;18.47689225
161.664;130.06;-30.6752679;-2.320467195
162.652;130.06;-29.46733803;-1.376941478
163.641;130.06;-29.03695021;4.090993546
164.635;130.06;-31.08246764;7.717869082
165.646;130.06;-34.93438457;-10.17362288
166.701;130.06;-34.69121927;-45.08095934
167.624;130.06;-34.1716721;-91.4050481
168.7;130.06;-34.20572553;-140.0947269
169.717;130.06;-37.6063228;178.4669682
170.694;130.06;-46.64925046;-174.0240135
171.694;130.06;-50.43394868;-153.8628775
172.688;130.06;-42.80245468;94.70133531
173.644;130.06;-37.93831093;80.20899364
174.644;130.06;-34.38380738;71.89071508
175.688;130.06;-32.12923531;74.07119742
176.627;130.06;-32.17979066;84.0801175
177.627;130.06;-33.08351454;106.6473325
178.593;130.06;-34.74881725;133.976695
-178.638;135.11;-36.73147089;-128.4571327
-177.589;135.11;-34.03915726;-111.1965044
-176.633;135.11;-31.71909388;-71.5592585
-175.6;135.11;-30.72056412;-53.75306863
-174.661;135.11;-29.43867487;-35.68506997
-173.678;135.11;-27.52640544;-22.44485445
-172.645;135.11;-24.81893271;7.200636553
-171.629;135.11;-23.93488481;33.93280985
-170.722;135.11;-24.58560723;62.40148496
-169.651;135.11;-25.33134854;85.142874
-168.624;135.11;-25.42096394;104.8209921
-167.685;135.11;-23.98382442;122.4896646
-166.712;135.11;-23.41668638;143.716228
-165.696;135.11;-23.77595566;162.4519793
-164.68;135.11;-24.20799302;174.6013657
-163.609;135.11;-24.94428012;-175.4492277
-162.647;135.11;-26.7316421;-171.1190127
-161.725;135.11;-29.11886267;179.4452195
-160.615;135.11;-28.07891197;162.0646528
-159.626;135.11;-25.0055914;161.3855814
-158.626;135.11;-22.94440135;172.513062
-157.682;135.11;-22.31834581;-173.2082611
-156.715;135.11;-22.03155242;-155.4859376
-155.677;135.11;-21.5299579;-139.4052209
-154.677;135.11;-22.07336619;-135.7167768
-153.765;135.11;-23.55418232;-137.3213894
-152.721;135.11;-25.01660557;-145.8547638
-151.634;135.11;-24.31633683;-158.8897566
-150.617;135.11;-23.85125339;-161.6686128
-149.695;135.11;-23.38272778;-152.9986599
-148.601;135.11;-22.54870183;-143.809381
-147.651;135.11;-23.29410858;-135.8185603
-146.739;135.11;-23.87999263;-125.4918987
-145.652;135.11;-24.98379909;-122.4749584
-144.729;135.11;-24.61033764;-131.7102853
-143.718;135.11;-23.24710622;-137.7156727
-142.718;135.11;-21.38688706;-137.4696852
-141.653;135.11;-20.59582468;-132.357588
-140.724;135.11;-20.53232978;-122.7846876
-139.659;135.11;-21.12997687;-113.4876889
-138.615;135.11;-22.75281545;-100.0883483
-137.676;135.11;-24.34463747;-84.11816169
-136.687;135.11;-25.69443484;-79.87524959
-135.72;135.11;-25.96663165;-86.32982765
-134.72;135.11;-25.03553535;-96.14000048
-133.688;135.11;-25.70623903;-97.97894955
-132.655;135.11;-26.46919616;-82.34212994
-131.633;135.11;-25.77084086;-73.85659813
-130.749;135.11;-28.68735828;-59.94724282
-129.71;135.11;-33.62211172;-55.98491137
-128.623;135.11;-49.0573177;-168.9694434
-127.667;135.11;-59.371556;94.83690204
-126.728;135.11;-34.89864627;-106.595059
-125.7;135.11;-27.75684115;-111.0506877
-124.728;135.11;-25.52560467;-117.445148
-123.652;135.11;-24.6582921;-125.9114035
-122.646;135.11;-25.39554459;-129.0036667
-121.679;135.11;-25.16147046;-129.014004
-120.647;135.11;-24.65357168;-135.0191488
-119.631;135.11;-26.15931413;-154.1524655
-118.647;135.11;-28.35709618;-168.2462614
-117.636;135.11;-30.75690523;-155.0516201
-116.67;135.11;-28.99652878;-137.8981645
-115.626;135.11;-29.95635608;-137.7127329
-114.703;135.11;-32.72696383;-121.6686698
-113.665;135.11;-32.53244911;-69.5233839
-112.66;135.11;-31.52270303;-54.74473828
-111.643;135.11;-36.17608234;-73.03797834
-110.704;135.11;-39.73693165;-89.92253337
-109.627;135.11;-34.3796133;-112.0386764
-108.633;135.11;-30.58975471;-120.1248377
-107.579;135.11;-31.04776295;-112.1568265
-106.656;135.11;-32.80625324;-93.59830321
-105.645;135.11;-40.03963315;-54.76555393
-104.667;135.11;-49.46153143;-63.20942618
-103.667;135.11;-45.50310713;125.7210006
-102.706;135.11;-43.51899435;-163.587373
-101.701;135.11;-34.87870806;-81.94895365
-100.63;135.11;-27.90248703;-80.47160227
-99.63;135.11;-27.04714125;-69.03113141
-98.707;135.11;-27.30411365;-56.56816327
-97.63;135.11;-31.23197629;-48.82386499
-96.719;135.11;-32.67801594;-75.19329388
-95.691;135.11;-32.55394196;-143.865939
-94.637;135.11;-29.7678846;-128.3278768
-93.637;135.11;-26.15218621;-129.2429273
-92.813;135.11;-26.31810844;-104.7663224
-91.731;135.11;-27.01226969;-90.35117842
-90.632;135.11;-27.79180076;-87.89056682
-89.671;135.11;-31.44519425;-105.884763
-88.704;135.11;-36.39862313;-149.9713853
-87.66;135.11;-28.00382473;-175.981488
-86.672;135.11;-27.57699796;-156.1125493
-85.71;135.11;-25.89597036;-150.5769229
-84.721;135.11;-29.85251607;-141.0643742
-83.65;135.11;-32.9431273;-110.4015636
-82.629;135.11;-40.688484;-34.6585303
-81.7;135.11;-34.55370477;-7.591639195
-80.602;135.11;-36.15586192;36.46148557
-79.651;135.11;-48.39428376;68.52622157
-78.717;135.11;-37.519241;-157.2767367
-77.707;135.11;-29.14339787;-127.393864
-76.647;135.11;-29.90695608;-148.6453469
-75.691;135.11;-28.87227062;-99.61740835
-74.663;135.11;-34.46609794;-73.23854178
-73.713;135.11;-31.36596539;-51.8210852
-72.702;135.11;-33.6171756;-34.65381233
-71.692;135.11;-34.1700844;-86.29171969
-70.697;135.11;-33.87970635;-156.9939147
-69.621;135.11;-30.87845149;173.9994825
-68.676;135.11;-28.63434272;170.951182
-67.643;135.11;-32.55441412;168.3045462
-66.638;135.11;-33.27258242;-146.8237066
-65.627;135.11;-28.58047114;-123.6961503
-64.655;135.11;-26.85159045;-79.22859684
-63.655;135.11;-25.30554093;-73.92516788
-62.628;135.11;-23.49761317;-56.22064021
-61.579;135.11;-23.82583085;-64.54318669
-60.661;135.11;-23.40965039;-67.00662186
-59.667;135.11;-21.46741477;-73.63553973
-58.678;135.11;-19.4721155;-74.66341077
-57.662;135.11;-18.22757994;-85.49844053
-56.69;135.11;-16.00004019;-99.42892074
-55.69;135.11;-14.15270932;-105.6017358
-54.624;135.11;-12.69287229;-112.8111891
-53.614;135.11;-10.95333763;-105.760783
-52.718;135.11;-10.17716221;-115.5928346
-51.653;135.11;-8.842665455;-111.4521557
-50.691;135.11;-7.718163011;-110.9081285
-49.664;135.11;-7.063076244;-114.0645136
-48.615;135.11;-6.013667461;-114.3564902
-47.648;135.11;-5.954121316;-115.5510943
-46.599;135.11;-5.033925243;-117.5446194
-45.709;135.11;-5.064846128;-118.3112297
-44.621;135.11;-4.339945204;-120.1734793
-43.649;135.11;-4.202387447;-123.0053725
-42.721;135.11;-3.657958837;-124.9607717
-41.715;135.11;-3.313373137;-128.3609381
-40.716;135.11;-3.037040601;-130.8950105
-39.645;135.109999999999;-2.63084172612237;-134.494772670928
-38.727;135.109999999999;-2.2795349041779;-137.1262479791
-37.6449999999999;135.109999999999;-1.77392612774981;-140.08127984445
-36.64;135.109999999999;-1.21958663908296;-142.397471035706
-35.684;135.109999999999;-0.714506429923474;-144.248351222449
-34.69;135.109999999999;-0.164450426315987;-145.985567378331
-33.723;135.109999999999;0.442768035416868;-148.40405179135
-32.668;135.109999999999;1.12304539531772;-150.152978501717
-31.619;135.109999999999;1.9686669187607;-152.955075471646
-30.63;135.109999999999;2.51611282007987;-154.067602771139
-29.7129999999999;135.109999999999;3.05751617505961;-155.434061523941
-28.702;135.109999999999;3.70967015902326;-157.430393333677
-27.658;135.109999999999;4.2649863734687;-159.609495609014
-26.708;135.109999999999;4.77710077040482;-160.658115282153
-25.703;135.109999999999;5.27370649073171;-162.367669110492
-24.659;135.109999999999;5.81133986377095;-164.854711233154
-23.703;135.109999999999;6.28107804448988;-165.919133389773
-22.605;135.109999999999;6.74562172307554;-167.190744411562
-21.6489999999999;135.109999999999;7.11846438684068;-168.815027930326
-20.71;135.109999999999;7.5364415349135;-169.949624902199
-19.704;135.109999999999;7.93718504047776;-171.550023946354
-18.677;135.109999999999;8.32338333478277;-174.015491386337
-17.677;135.109999999999;8.60369327760777;-173.578812938508
-16.65;135.109999999999;8.93281892851755;-175.663893573815
-15.6939999999999;135.109999999999;9.16021394499781;-176.079406093617
-14.689;135.109999999999;9.41454402776526;-176.256033018176
-13.634;135.109999999999;9.63742767119996;-176.437055543104
-12.712;135.109999999999;9.86940585939639;-176.546227207447
-11.613;135.109999999999;10.0929514889792;-175.814235395733
-10.657;135.109999999999;10.3612181152485;-175.369572788205
-9.635;135.109999999999;10.6247579532509;-175.459673216881
-8.619;135.109999999999;10.8571170458748;-174.784705032033
-7.652;135.109999999999;11.0961699195082;-174.255553950422
-6.636;135.109999999999;11.3706073618078;-173.851423523069
-5.713;135.109999999999;11.5409148417651;-173.391123533219
-4.664;135.109999999999;11.7214424536849;-173.561459582675
-3.675;135.109999999999;11.8928046171674;-173.110764229697
-2.615;135.109999999999;12.0044228345079;-172.853231560014
-1.632;135.109999999999;12.0551891618224;-172.753356756495
-0.704;135.109999999999;12.0928179184545;-172.310232530965
0.357;135.109999999999;12.056365123221;-171.234101324273
1.362;135.109999999999;11.9208116279865;-170.365999369163
2.285;135.109999999999;11.8417686774585;-169.191868288835
3.351;135.109999999999;11.7460694899378;-167.531548870017
4.312;135.109999999999;11.6168308894774;-165.148943276249
5.367;135.109999999999;11.5975019581968;-162.7011751282
6.256;135.109999999999;11.5404645566113;-159.881686909578
7.295;135.109999999999;11.5475844905092;-157.515055038502
8.261;135.109999999999;11.5038300975307;-155.182581389386
9.289;135.109999999999;11.5727766845772;-153.818287218069
10.3709999999999;135.109999999999;11.4519574603827;-151.331742105676
11.376;135.109999999999;11.3225986228102;-150.131548044739
12.343;135.109999999999;11.0660408109359;-148.340514864405
13.37;135.109999999999;10.7987605799731;-146.347755752452
14.375;135.109999999999;10.4566344405435;-143.50264808477
15.364;135.109999999999;10.1175375168152;-139.40530255801
16.336;135.109999999999;9.80826892208262;-135.641574442548
17.331;135.109999999999;9.59057012661903;-131.803990101275
18.358;135.109999999999;9.3785994602888;-128.398806300236
19.358;135.109999999999;9.13508371458053;-125.250673247622
20.357;135.109999999999;8.82123851345579;-122.16885902853
21.379;135.109999999999;8.39601600695053;-118.598568972049
22.324;135.109999999999;7.94273654361043;-117.593375955497
23.302;135.109999999999;7.47041244346304;-113.694279155226
24.356;135.109999999999;6.84435652199124;-109.627254802008
25.367;135.109999999999;6.39283324085085;-105.258619386667
26.323;135.109999999999;5.95880957706738;-100.553050164189
27.3559999999999;135.109999999999;5.50588652397467;-95.8543794502966
28.3879999999999;135.109999999999;4.98178902476802;-92.4207882302851
29.35;135.109999999999;4.55074517758382;-88.9620205583652
30.3819999999999;135.109999999999;3.89975157285589;-86.1061672494522
31.333;135.109999999999;3.36793234250468;-82.1800765466115
32.294;135.109999999999;2.58680532923146;-78.0597796700209
33.31;135.109999999999;1.96642561378066;-73.1485805056595
34.277;135.109999999999;1.17963820558319;-68.9167753213523
35.304;135.109999999999;0.429657979652624;-62.1802093582732
36.304;135.109999999999;-0.270908475741549;-57.501355499758
37.326;135.109999999999;-0.832852746981068;-52.3399158836995
38.3369999999999;135.109999999999;-1.52239681077315;-47.9392189523811
39.413;135.109999999999;-2.68615859407697;-43.7537379143585
40.336;135.11;-3.837661367;-40.73017251
41.281;135.11;-5.302495557;-37.64184484
42.347;135.11;-7.401457872;-30.88745948
43.302;135.11;-9.345767429;-19.05073975
44.368;135.11;-10.5538664;-5.442850028
45.291;135.11;-11.61689573;1.441568955
46.302;135.11;-12.00541461;6.17656957
47.356;135.11;-13.51421255;2.595537371
48.285;135.11;-15.8516691;-8.117393494
49.312;135.11;-21.82479656;-38.26789178
50.284;135.11;-21.57896965;-101.6548087
51.372;135.11;-16.4483596;-122.2005094
52.388;135.11;-15.33262423;-132.132198
53.349;135.11;-14.05168392;-136.0722066
54.371;135.11;-14.08033661;-134.4295019
55.294;135.11;-15.00971289;-127.3035
56.387;135.11;-15.78954794;-119.8597213
57.337;135.11;-16.13035626;-103.2217004
58.343;135.11;-15.25769032;-83.41214991
59.304;135.11;-12.56479949;-73.05739721
60.359;135.11;-10.87408026;-67.08586339
61.38;135.11;-9.144981091;-65.95581343
62.358;135.11;-8.761654179;-66.53115662
63.286;135.11;-9.003417786;-69.40235055
64.336;135.11;-8.899178208;-65.02702043
65.291;135.11;-9.030887177;-63.20992431
66.352;135.11;-9.181471006;-55.2550049
67.357;135.11;-9.779459603;-51.72749952
68.401;135.11;-9.60796041;-40.23143744
69.296;135.11;-10.44509666;-31.42184361
70.373;135.11;-11.19633789;-21.91362816
71.301;135.11;-11.17083887;-9.128864549
72.367;135.11;-10.91394623;7.060666076
73.306;135.11;-11.00509179;13.62870255
74.289;135.11;-11.30394556;18.27681891
75.366;135.11;-10.79097539;31.3041917
76.305;135.11;-10.96293757;38.14760893
77.36;135.11;-10.88913768;48.31852549
78.338;135.11;-11.00634734;52.78553511
79.283;135.11;-10.87417622;57.88563368
80.293;135.11;-10.81304152;65.8342885
81.26;135.11;-11.14471444;72.06853777
82.331;135.11;-11.27948876;79.24173999
83.391;135.11;-11.28974116;88.64793839
84.325;135.11;-11.44993695;95.62861338
85.336;135.11;-11.51323354;101.1272125
86.264;135.11;-11.62615092;105.4172077
87.341;135.11;-11.94522545;118.6600947
88.346;135.11;-12.80954064;124.7185135
89.395;135.11;-13.13900623;135.594866
90.329;135.11;-13.97699972;144.6824971
91.346;135.11;-14.54766431;155.7519482
92.323;135.11;-15.16312551;162.8918493
93.345;135.11;-15.71173301;169.2846127
94.301;135.11;-16.72688968;171.0169348
95.345;135.11;-17.88460412;178.5739159
96.344;135.11;-19.20428541;-168.3221222
97.306;135.11;-20.33543543;-153.0623846
98.327;135.11;-22.19340335;-144.3815085
99.3;135.11;-23.15600712;-146.167221
100.316;135.11;-25.4353011;-147.1821804
101.316;135.11;-30.01446362;-159.9084806
102.288;135.11;-29.23103886;139.0596702
103.282;135.11;-27.41837008;115.816185
104.375;135.11;-23.60881093;115.1502333
105.386;135.11;-22.83231715;119.4265543
106.325;135.11;-22.77026079;116.8980371
107.309;135.11;-21.20061909;121.8179733
108.369;135.11;-19.4846391;139.4687479
109.297;135.11;-18.60743598;150.7697161
110.308;135.11;-17.52272648;157.9973315
111.357;135.11;-16.41650194;165.6399323
112.302;135.11;-16.14915018;168.9200576
113.291;135.11;-16.25742861;174.9089422
114.279;135.11;-16.76981817;-175.6876315
115.29;135.11;-17.49798031;-171.0057123
116.328;135.11;-18.25151531;-159.8047335
117.295;135.11;-18.8602334;-152.8019942
118.339;135.11;-19.0300398;-145.6432388
119.355;135.11;-18.89508297;-139.4386227
120.327;135.11;-19.35317419;-131.4991834
121.289;135.11;-19.58195241;-129.2253858
122.327;135.11;-21.29019251;-120.1044691
123.288;135.11;-23.64015822;-116.1043064
124.288;135.11;-28.90212768;-124.8528236
125.359;135.11;-35.88604999;-140.0238623
126.288;135.11;-40.71348706;99.50316318
127.315;135.11;-29.70821508;72.56747339
128.304;135.11;-25.61395864;76.52112157
129.364;135.11;-24.23970024;76.94327664
130.287;135.11;-23.13641016;76.61365842
131.303;135.11;-22.55545437;77.1234216
132.385;135.11;-21.67375779;78.87987913
133.363;135.11;-21.04778711;85.37913976
134.379;135.11;-21.4704144;92.86989148
135.302;135.11;-21.73085861;101.9923741
136.269;135.11;-23.22434719;110.3340412
137.323;135.11;-24.95661206;114.7897634
138.285;135.11;-25.8007981;116.6267481
139.306;135.11;-27.61535332;113.0739733
140.372;135.11;-26.63004581;111.2685597
141.361;135.11;-28.39932897;104.923264
142.168;135.11;-30.24877031;105.3654696
143.256;135.11;-31.33321862;89.01898723
144.366;135.11;-29.18594147;80.21221592
145.338;135.11;-27.44453656;72.42515436
146.283;135.11;-28.12623365;64.86650779
147.337;135.11;-27.69062061;53.03854346
148.315;135.11;-26.02953535;49.48823812
149.359;135.11;-24.547171;42.97317647
150.353;135.11;-23.634301;36.85761063
151.32;135.11;-22.87868376;33.97318069
152.303;135.11;-23.27365485;31.87198363
153.391;135.11;-22.81318953;28.64381562
154.38;135.11;-22.56993299;27.52214718
155.363;135.11;-22.77406204;25.81027863
156.313;135.11;-22.67515307;28.38114697
157.313;135.11;-22.44847609;30.80484984
158.285;135.11;-23.32668996;35.45143054
159.318;135.11;-24.5581706;36.14240541
160.384;135.11;-25.01951542;32.67118006
161.317;135.11;-25.84403187;28.6255096
162.328;135.11;-27.00340697;21.16817004
163.306;135.11;-27.49178076;9.763988045
164.344;135.11;-29.35557066;6.530974023
165.338;135.11;-30.41703036;-1.695026812
166.355;135.11;-32.16972985;-21.61276316
167.278;135.11;-33.63650619;-62.54502504
168.288;135.11;-31.40564283;-112.9881226
169.348;135.11;-31.52200551;-139.5045224
170.343;135.11;-36.26358729;-148.2618687
171.282;135.11;-44.69504726;-108.3169117
172.331;135.11;-52.59655057;115.2348558
173.342;135.11;-37.93874068;95.95406461
174.314;135.11;-34.46779178;94.71699514
175.331;135.11;-34.85221234;91.86735529
176.396;135.11;-33.02395939;88.0581528
177.374;135.11;-34.01243262;82.53921107
178.407;135.11;-34.06813559;104.9094069
178.934;135.11;-36.94923147;124.299399
-178.957;140.1;-35.06304756;-105.1145015
-178.429;140.1;-33.65275416;-88.39884531
-177.402;140.1;-32.2049919;-66.81876427
-176.397;140.1;-32.77017315;-61.68321234
-175.32;140.1;-29.61967669;-43.66869862
-174.287;140.1;-27.39934177;-24.8722141
-173.293;140.1;-25.86387691;0.763491268
-172.244;140.1;-24.80257257;29.14321376
-171.382;140.1;-25.95770442;60.01203644
-170.316;140.1;-26.44908599;84.93048966
-169.311;140.1;-26.53913269;98.78936235
-168.382;140.1;-25.32481605;113.037538
-167.35;140.1;-24.3554329;132.0054143
-166.311;140.1;-23.79262523;154.017015
-165.345;140.1;-23.7470814;171.438499
-164.339;140.1;-24.22172704;-175.0179966
-163.307;140.1;-25.94813368;-168.1569907
-162.323;140.1;-28.21279795;-161.114963
-161.285;140.1;-29.12291289;-174.2712474
-160.285;140.1;-27.47736199;175.5615205
-159.352;140.1;-25.14451481;-178.7351218
-158.396;140.1;-23.66253312;-164.3969558
-157.336;140.1;-22.30258125;-149.3578737
-156.407;140.1;-21.00375606;-138.1556737
-155.369;140.1;-20.50673821;-130.6541251
-154.27;140.1;-20.81888067;-126.8213474
-153.348;140.1;-21.61078183;-126.6055259
-152.326;140.1;-22.94427261;-133.4822585
-151.37;140.1;-24.245177;-140.0067087
-150.414;140.1;-24.65291427;-144.4902939
-149.376;140.1;-23.3937596;-146.0192593
-148.288;140.1;-22.42395802;-141.4869029
-147.316;140.1;-21.73677659;-131.0697126
-146.305;140.1;-21.28624935;-121.5658398
-145.355;140.1;-21.88942396;-117.2593919
-144.372;140.1;-22.35689798;-117.8426983
-143.306;140.1;-23.08189318;-132.1631203
-142.35;140.1;-23.32967687;-137.6884346
-141.285;140.1;-22.69294378;-138.1859329
-140.235;140.1;-22.07539704;-129.1172343
-139.345;140.1;-22.00946503;-111.366685
-138.269;140.1;-20.88406028;-96.08950156
-137.34;140.1;-21.06658011;-85.40178512
