theta Angle (-180/180);Phi Angle (0/175 with 5 step); Gain PCD (magnitude); Gain PCD (phase)
28.311;45.05;7.57802245685142;-0.208051974707276
29.289;45.05;7.07460512831947;6.4387487847103
30.306;45.05;6.71763339090471;10.5877858350045
31.36;45.05;6.46502324857839;17.8826499911242
32.349;45.05;6.4161183483876;23.6896920871471
33.283;45.05;6.31231923498923;27.1595697156088
34.31;45.05;6.11183766926888;31.8986307397506
35.3589999999999;45.05;5.38956396139912;37.3242824274516
36.299;45.05;4.90744717633911;41.3578085023233
37.353;45.05;4.00467137943252;49.5846953923415
38.298;45.05;3.69848144735133;56.7467148424823
39.369;45.05;3.47787783378672;65.9286749511782
40.32;45.05;3.544966924;71.18074635
41.292;45.05;3.485036159;75.79904823
42.352;45.05;3.269648015;81.380844
43.28;45.05;2.699994595;84.87188846
44.291;45.05;2.201162511;93.24319458
45.329;45.05;1.572098286;100.4577028
46.346;45.05;1.53658755;108.4896823
47.312;45.05;1.244709686;116.4279186
48.367;45.05;0.660532019;124.5688372
49.262;45.05;0.318764766;135.2446681
50.421;45.05;-0.45957407;147.5395005
51.394;45.05;-0.303800743;155.818882
52.306;45.05;-0.045964987;161.2827522
53.322;45.05;0.028670358;167.029604
54.36;45.05;-0.606661941;171.8709055
55.338;45.05;-1.203845002;177.13147
56.376;45.05;-2.137360499;-173.4430455
57.359;45.05;-2.861461667;-165.1625579
58.288;45.05;-3.138592904;-154.2231544
59.32;45.05;-3.525163779;-143.1163817
60.293;45.05;-3.621326285;-131.5319283
61.303;45.05;-3.426209456;-118.302448
62.309;45.05;-3.140660716;-108.1284385
63.286;45.05;-2.739398124;-101.9900342
64.352;45.05;-2.575091893;-94.26625375
65.379;45.05;-3.388296655;-87.34447607
66.368;45.05;-4.021190012;-80.74637173
67.379;45.05;-5.127996324;-72.21036846
68.346;45.05;-5.675096634;-65.6431127
69.269;45.05;-5.824698689;-55.89335087
70.312;45.05;-6.479062158;-49.93661705
71.378;45.05;-7.019120592;-42.26234051
72.312;45.05;-7.71963775;-34.23984395
73.317;45.05;-8.152455448;-19.12788574
74.355;45.05;-8.659704426;-1.676785878
75.344;45.05;-8.2349266;9.0561513
76.311;45.05;-8.094541307;14.23162881
77.349;45.05;-8.244120898;20.35295861
78.36;45.05;-8.808640133;31.98242708
79.332;45.05;-9.466477963;45.33017436
80.354;45.05;-9.402108176;57.57397832
81.321;45.05;-9.019525231;62.88793774
82.359;45.05;-9.020544087;67.76805877
83.364;45.05;-9.331502772;74.53799943
84.331;45.05;-10.0917242;85.01125506
85.352;45.05;-10.7369512;96.89053775
86.363;45.05;-10.76723976;107.5815571
87.319;45.05;-10.50709647;113.6310267
88.374;45.05;-10.86346269;126.7576511
89.352;45.05;-10.97153895;133.5970106
90.291;45.05;-11.49596537;136.0743915
91.307;45.05;-12.20507866;143.9908328
92.378;45.05;-12.5369483;157.0877145
93.356;45.05;-12.09421823;167.4596992
94.378;45.05;-11.65192352;175.6247245
95.383;45.05;-11.49804776;-178.7208042
96.317;45.05;-11.59314061;-172.0244243
97.333;45.05;-12.12887731;-160.7250179
98.349;45.05;-12.66909775;-148.0680181
99.382;45.05;-12.92665524;-132.5923387
100.349;45.05;-13.07910359;-123.20646
101.393;45.05;-12.94349675;-112.0167666
102.288;45.05;-13.29315162;-105.3295079
103.365;45.05;-14.30440596;-98.91156862
104.304;45.05;-15.45848251;-90.79763753
105.359;45.05;-16.62622626;-81.27850775
106.254;45.05;-17.20316595;-71.82724689
107.281;45.05;-17.88120648;-64.16703368
108.352;45.05;-18.1109232;-53.36788561
109.297;45.05;-17.99407469;-50.73530667
110.352;45.05;-19.69785695;-45.39440264
111.346;45.05;-21.86515894;-52.05657144
112.291;45.05;-25.29186546;-61.98615115
113.357;45.05;-28.02275718;-88.38259723
114.318;45.05;-27.0799212;-102.674351
115.389;45.05;-25.42757354;-93.33526602
116.312;45.05;-23.73761674;-81.85889023
117.328;45.05;-21.66755188;-69.30318369
118.317;45.05;-20.04470619;-58.71370028
119.333;45.05;-19.31573162;-52.0555436
120.3;45.05;-19.22457166;-54.68793686
121.349;45.05;-19.19710595;-59.85221165
122.354;45.05;-18.81529196;-62.62409801
123.338;45.05;-18.39219548;-59.51561054
124.354;45.05;-18.42727123;-57.18873745
125.321;45.05;-18.01425412;-52.30703956
126.359;45.05;-18.09895565;-43.34702388
127.282;45.05;-18.11900364;-30.50490989
128.386;45.05;-17.92181238;-20.60734464
129.358;45.05;-18.22976843;-13.15668096
130.287;45.05;-18.08225875;-8.506530413
131.303;45.05;-17.98252248;-6.238279319
132.374;45.05;-17.59985104;-4.25648763
133.319;45.05;-17.12601145;-2.932949824
134.291;45.05;-16.52330698;0.694476341
135.285;45.05;-16.4505351;4.959138436
136.324;45.05;-16.4726853;7.925380149
137.29;45.05;-16.87369809;11.46959759
138.296;45.05;-17.13595632;15.93935123
139.372;45.05;-17.62494092;19.45093378
140.295;45.05;-18.22134258;18.42696702
141.3;45.05;-18.34576738;16.57591813
142.278;45.05;-18.28956694;15.48940169
143.327;45.05;-18.05684964;17.16831048
144.333;45.05;-18.26788739;23.03808435
145.316;45.05;-18.80761068;23.09869515
146.299;45.05;-19.81958334;21.68118553
147.37;45.05;-20.2562437;14.74397648
148.282;45.05;-20.29386958;7.540541187
149.342;45.05;-19.79647941;5.942467661
150.276;45.05;-19.57810746;6.848874372
151.331;45.05;-19.49443081;10.5175485
152.276;45.05;-19.97854866;14.92995706
153.314;45.05;-20.76998954;20.96739862
154.292;45.05;-22.30607704;23.59630007
155.385;45.05;-23.17348668;24.1629482
156.335;45.05;-24.38115802;30.27896399
157.329;45.05;-25.71949391;31.35488023
158.291;45.05;-27.73902134;30.61134021
159.307;45.05;-28.46551398;29.72379501
160.274;45.05;-29.74299547;30.11420536
161.356;45.05;-31.13530787;34.19880893
162.411;45.05;-32.25645004;20.99053365
163.333;45.05;-33.16381543;7.882091385
164.289;45.05;-32.97738215;-5.21094112
165.327;45.05;-34.30697159;-4.576126051
166.327;45.05;-34.95495449;-20.47568642
167.415;45.05;-36.95179324;-35.43051493
168.332;45.05;-36.76080263;-88.84084374
169.332;45.05;-35.52817345;-102.9330305
170.321;45.05;-35.25602805;-118.0368681
171.359;45.05;-35.54314353;-122.146353
172.375;45.05;-36.9068922;-124.8438648
173.353;45.05;-39.77279064;-151.5540194
174.375;45.05;-43.43457332;-133.5673972
175.352;45.05;-41.82073635;-110.8122934
176.38;45.05;-39.27777064;-79.81734534
177.418;45.05;-36.55930828;-44.15216757
178.429;45.05;-36.24906317;-33.87921886
179;45.05;-37.46544605;-4.33589506
-178.968;50.03;-32.54266839;79.22871059
-178.429;50.03;-31.80194414;88.39762631
-177.391;50.03;-33.19190094;102.2260091
-176.375;50.03;-34.95387831;128.8553037
-175.326;50.03;-38.27195232;173.0913277
-174.298;50.03;-39.23828468;-170.0397816
-173.354;50.03;-48.72952775;158.3466915
-172.261;50.03;-36.51588152;104.4482888
-171.261;50.03;-31.43941404;121.9347795
-170.31;50.03;-29.71866995;139.2832286
-169.327;50.03;-28.59067683;149.0487212
-168.338;50.03;-27.00643093;164.7563994
-167.328;50.03;-26.15802085;-177.0275141
-166.295;50.03;-27.07213527;-157.2105586
-165.367;50.03;-27.51130461;-145.0399856
-164.317;50.03;-29.8222281;-121.4438936
-163.312;50.03;-31.25684274;-115.8739393
-162.389;50.03;-33.56430578;-122.5429583
-161.346;50.03;-33.17494566;-164.718118
-160.34;50.03;-27.97641413;-178.3000375
-159.275;50.03;-24.65425268;-167.319955
-158.379;50.03;-22.94675417;-156.1963906
-157.297;50.03;-22.23337458;-145.2911867
-156.286;50.03;-22.59621126;-131.9626155
-155.353;50.03;-23.75416535;-128.825103
-154.265;50.03;-26.84865299;-126.9832578
-153.271;50.03;-28.80652095;-127.1092975
-152.403;50.03;-28.27341062;-126.0394044
-151.293;50.03;-27.48587425;-120.2218221
-150.293;50.03;-26.43677231;-106.9708008
-149.261;50.03;-26.26955427;-84.55597197
-148.31;50.03;-27.06301854;-55.9246321
-147.322;50.03;-28.62039933;-29.24280832
-146.344;50.03;-32.03472749;9.02002089
-145.306;50.03;-36.48850509;109.8500641
-144.322;50.03;-26.81239866;164.4408293
-143.295;50.03;-24.14393479;172.467649
-142.339;50.03;-23.64349044;-170.317026
-141.268;50.03;-23.29160077;-163.4834182
-140.257;50.03;-23.92254297;-168.0037025
-139.378;50.03;-24.03184188;-169.7875645
-138.39;50.03;-23.03722697;-168.6409011
-137.384;50.03;-21.7472903;-165.5924852
-136.335;50.03;-21.26799586;-157.7028541
-135.281;50.03;-21.30224793;-149.367994
-134.38;50.03;-22.32319071;-145.0574616
-133.298;50.03;-24.73207588;-144.1992342
-132.287;50.03;-25.65358534;-167.9526936
-131.353;50.03;-24.76636811;170.7113332
-130.37;50.03;-23.09016154;163.918857
-129.293;50.03;-22.42160807;159.5726529
-128.26;50.03;-22.7664082;156.037674
-127.299;50.03;-23.30513768;152.0962758
-126.31;50.03;-21.75049997;146.0428269
-125.338;50.03;-20.63836762;150.3443882
-124.311;50.03;-19.73170031;157.5086463
-123.267;50.03;-19.40478278;162.7218318
-122.322;50.03;-20.26817352;170.4071783
-121.372;50.03;-21.81739636;-178.9119893
-120.312;50.03;-23.50399297;-177.8452854
-119.317;50.03;-24.41320755;-179.5043515
-118.307;50.03;-24.24555195;-177.4392017
-117.373;50.03;-23.707743;-167.8065814
-116.39;50.03;-23.42052544;-155.8081434
-115.384;50.03;-24.73087928;-143.7706224
-114.291;50.03;-27.30562402;-123.6044216
-113.374;50.03;-30.94560888;-103.7420889
-112.275;50.03;-33.77329964;-74.5109703
-111.374;50.03;-35.17312156;-66.56541336
-110.309;50.03;-32.13142736;-58.68941587
-109.342;50.03;-30.30052819;-61.38983918
-108.276;50.03;-25.76130972;-47.06803529
-107.26;50.03;-24.30493095;-38.25799428
-106.31;50.03;-23.38995392;-24.17135592
-105.332;50.03;-23.36691273;-19.62939842
-104.283;50.03;-23.67563254;-16.94087402
-103.288;50.03;-24.26828191;-16.53354813
-102.305;50.03;-22.82993085;-17.96310408
-101.267;50.03;-21.61715939;-25.6090353
-100.278;50.03;-20.57104651;-21.82478958
-99.372;50.03;-19.49236256;-20.76595965
-98.268;50.03;-19.57538746;-21.12518385
-97.367;50.03;-19.99875599;-22.41816819
-96.307;50.03;-20.94916802;-30.57795356
-95.356;50.03;-20.8478243;-33.23910768
-94.395;50.03;-20.96225995;-32.98622014
-93.269;50.03;-19.13890138;-32.52052984
-92.264;50.03;-18.25383721;-29.6119817
-91.286;50.03;-17.21254808;-26.3872715
-90.275;50.03;-17.03011784;-30.83415042
-89.314;50.03;-16.56430708;-32.06120954
-88.308;50.03;-15.87179715;-39.84603748
-87.364;50.03;-14.28045508;-47.91477424
-86.358;50.03;-13.10281817;-59.67186178
-85.337;50.03;-12.2613403;-64.41298499
-84.375;50.03;-11.57515757;-70.59916609
-83.37;50.03;-11.42451202;-74.32716633
-82.348;50.03;-11.05551443;-85.26663554
-81.327;50.03;-10.90476639;-94.17029184
-80.382;50.03;-10.31186722;-100.4645656
-79.294;50.03;-9.488487526;-114.4538482
-78.251;50.03;-8.573178087;-120.3091299
-77.306;50.03;-8.212355251;-126.7681241
-76.278;50.03;-8.034584041;-133.8703812
-75.339;50.03;-7.962723038;-137.1705203
-74.317;50.03;-7.658238209;-153.1476414
-73.312;50.03;-7.085871346;-166.9626116
-72.263;50.03;-6.415357877;-177.297245
-71.329;50.03;-5.802553726;175.6786301
-70.357;50.03;-5.580798725;167.1084053
-69.39;50.03;-5.267768002;161.3120348
-68.379;50.03;-5.171244718;153.8482032
-67.308;50.03;-5.114158889;140.9464382
-66.264;50.03;-5.489636663;133.2015266
-65.342;50.03;-5.45649806;126.7700175
-64.364;50.03;-4.829075297;111.1138371
-63.381;50.03;-4.295299498;105.3292299
-62.359;50.03;-3.867137813;98.56887635
-61.337;50.03;-3.259228099;91.75050231
-60.277;50.03;-2.749864763;85.58400509
-59.294;50.03;-2.362877083;80.37111801
-58.288;50.03;-2.169799799;75.96929633
-57.316;50.03;-2.27148985;68.84406682
-56.316;50.03;-1.924827949;63.98178841
-55.267;50.03;-1.311370512;52.25298147
-54.344;50.03;-0.818171947;45.8310088
-53.306;50.03;-0.326159761;36.71252329
-52.339;50.03;0.297639785;28.60666416
-51.367;50.03;0.91460915;24.36846678
-50.334;50.03;1.370535918;16.39543333
-49.269;50.03;2.040058655;13.29846515
-48.362;50.03;2.28439356;7.379945995
-47.373;50.03;2.801661756;7.782429719
-46.308;50.03;2.895470381;-0.29387083
-45.313;50.03;3.442063948;-2.367326101
-44.303;50.03;3.700237904;-8.076592923
-43.363;50.03;4.004000362;-11.16949753
-42.287;50.03;4.297919736;-14.97094084
-41.314;50.03;4.585259536;-17.92845719
-40.353;50.03;4.837738133;-22.9602469
-39.298;50.03;5.17623151801564;-25.8353798425204
-38.299;50.03;5.40203744246616;-30.7375740821422
-37.326;50.03;5.68585409482451;-35.0957426441893
-36.283;50.03;5.91777593124901;-38.6950831244323
-35.31;50.03;6.22950465750441;-41.6392688264685
-34.3;50.03;6.51212445862217;-46.49225867174
-33.355;50.03;6.80372083518356;-50.6815653360074
-32.295;50.03;7.1293119529252;-52.5461883943924
-31.383;50.03;7.34969303419996;-56.1941025278926
-30.378;50.03;7.68166333757947;-58.1443573728055
-29.284;50.03;8.01515373068277;-61.3871771190901
-28.378;50.03;8.26336246120371;-63.4150726607085
-27.301;50.03;8.54053804994324;-66.3187741696587
-26.335;50.03;8.8267649234042;-69.1662767896244
-25.357;50.03;9.01270349817945;-71.3032308537625
-24.313;50.03;9.23659235249097;-73.8747371527943
-23.319;50.03;9.38940901021683;-75.4980763220004
-22.391;50.03;9.54620121896356;-76.3115622134254
-21.358;50.03;9.72922141639291;-79.0894556162731
-20.331;50.03;9.9313005527477;-81.0696075659083
-19.331;50.03;10.0964220225873;-83.186952573151
-18.375;50.03;10.2418107809468;-84.4334159436148
-17.37;50.03;10.3701240805973;-85.4489976776796
-16.326;50.03;10.537847776204;-86.870932923551
-15.365;50.03;10.6356155572141;-87.5260179966724
-14.371;50.03;10.7527211828692;-87.6915261849088
-13.299;50.03;10.8623493947919;-88.4104122006311
-12.316;50.03;10.974030624968;-88.645370082597
-11.283;50.03;11.1143668760243;-88.7625519621037
-10.333;50.03;11.1979327128335;-88.7455878522302
-9.394;50.03;11.3044442468938;-87.9738201088615
-8.328;50.03;11.4639217213132;-87.9969663184258
-7.35;50.03;11.6195878156202;-87.8045551628647
-6.345;50.03;11.7688071884192;-87.6003093224622
-5.301;50.03;11.8908351466019;-87.6235716121319
-4.324;50.03;12.0038531040985;-87.5537475632048
-3.302;50.03;12.0786218608545;-87.4459080452666
-2.313;50.03;12.0825356991462;-87.4360104300169
-1.379;50.03;12.0564753123137;-87.116526144672
-0.363;50.03;11.993709366945;-86.6000971213459
0.697;50.03;11.8491200754103;-85.3305160306881
1.653;50.03;11.7506374411325;-83.9184592122572
2.636;50.03;11.677407478918;-81.9976440528281
3.647;50.03;11.6177263158202;-80.0456184680037
4.619;50.03;11.6322714502862;-78.0270509155153
5.647;50.03;11.6609818609242;-75.7823839594594
6.718;50.03;11.701110202493;-73.8317506944554
7.696;50.03;11.670445692244;-72.2183526811696
8.701;50.03;11.711744595288;-70.2189253311652
9.662;50.03;11.5437086609375;-68.5976887014811
10.662;50.03;11.4138563351685;-67.0761682634627
